accession,genename,GOIDs,localizations,organism,type
Q8N335,GPD1L,GO:0002027; GO:0005829; GO:0005886; GO:0005975; GO:0006654; GO:0006734; GO:0009331; GO:0010765; GO:0016616; GO:0017080; GO:0019674; GO:0033137; GO:0042803; GO:0044325; GO:0046168; GO:0051287; GO:0060373; GO:0070062; GO:0086005; GO:0090038; GO:2000010; GO:2000649,Cytoplasm,Homo sapiens (Human),Background Only
Q8N8L6,ARL10,GO:0005525,,Homo sapiens (Human),Background Only
Q8N8R3,SLC25A29,GO:0005289; GO:0005292; GO:0005739; GO:0005743; GO:0006844; GO:0006865; GO:0015174; GO:0015227; GO:0015822; GO:0016021; GO:0089709; GO:1903400; GO:1903401; GO:1990575,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
Q8NHG7,SVIP,GO:0000139; GO:0005789; GO:0005886; GO:0010508; GO:0030667; GO:0030868; GO:0031225; GO:0031333; GO:0043312; GO:0043621; GO:0051117; GO:0070062; GO:0070821; GO:1903061; GO:1903070; GO:1904153; GO:1904240,Smooth endoplasmic reticulum membrane; Golgi apparatus membrane; Cell membrane; Membrane,Homo sapiens (Human),Background Only
Q8TBQ9,TMEM167A,GO:0000139; GO:0009306; GO:0016021; GO:0046907,Golgi apparatus membrane,Homo sapiens (Human),Background Only
Q96CB9,NSUN4,GO:0005759; GO:0005762; GO:0008168; GO:0009383; GO:0031167; GO:0042256; GO:0070131; GO:0070181,Mitochondrion,Homo sapiens (Human),Background Only
Q96D53,COQ8B,GO:0005524; GO:0005739; GO:0005829; GO:0005886; GO:0006468; GO:0006744; GO:0016021; GO:0016301; GO:0021692; GO:0031314,Mitochondrion membrane; Cytoplasm; Cytosol; Cell membrane,Homo sapiens (Human),Background Only
Q6P2I3,FAHD2B,GO:0016787; GO:0046872,,Homo sapiens (Human),Background Only
Q96IX5,ATP5MD,GO:0005739; GO:0005753; GO:0016021,Mitochondrion membrane,Homo sapiens (Human),Background Only
Q96KN7,RPGRIP1,GO:0005930; GO:0007601; GO:0032391; GO:0042462; GO:0050896; GO:0060041; GO:0061351,Cell projection; Cilium,Homo sapiens (Human),Background Only
Q96KR6,FAM210B,GO:0005741; GO:0016021; GO:0031224; GO:0043249; GO:0045648; GO:0071392,Mitochondrion; Mitochondrion outer membrane,Homo sapiens (Human),Background Only
Q96PE7,MCEE,GO:0004493; GO:0005759; GO:0019626; GO:0046491; GO:0046872,Mitochondrion,Homo sapiens (Human),Background Only
Q99490,AGAP2,GO:0003924; GO:0005096; GO:0005525; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0015031; GO:0016020; GO:0042177; GO:0043524; GO:0046872; GO:0061903; GO:0070062,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
Q9BQD3,KXD1,GO:0005765; GO:0016192; GO:0031083; GO:0032418; GO:0099078,Lysosome membrane,Homo sapiens (Human),Background Only
Q9BQJ4,TMEM47,GO:0005886; GO:0005911; GO:0005912; GO:0016021; GO:0030054,Membrane; Cell junction; Adherens junction,Homo sapiens (Human),Background Only
Q9BSA9,TMEM175,GO:0005267; GO:0005764; GO:0005765; GO:0005768; GO:0010008; GO:0016021; GO:0022841; GO:0035751; GO:0071805; GO:0090385,Endosome membrane; Lysosome membrane,Homo sapiens (Human),Background Only
Q9BT17,MTG1,GO:0003924; GO:0005525; GO:0005739; GO:0005743; GO:0005759; GO:0005761; GO:0044065; GO:0070129,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
Q9BV81,EMC6,GO:0000045; GO:0016021; GO:0030176; GO:0034975; GO:0072546; GO:0097631,Membrane,Homo sapiens (Human),Background Only
Q9BY67,CADM1,GO:0002376; GO:0005102; GO:0005886; GO:0005911; GO:0006915; GO:0007156; GO:0007157; GO:0007275; GO:0007283; GO:0008037; GO:0016021; GO:0016032; GO:0016323; GO:0030154; GO:0030165; GO:0034332; GO:0042271; GO:0042803; GO:0045202; GO:0045954; GO:0050715; GO:0051606,Cell membrane; Cell junction; Synapse,Homo sapiens (Human),Background Only
Q9BYC8,MRPL32,GO:0003723; GO:0003735; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006412; GO:0070125; GO:0070126,Mitochondrion,Homo sapiens (Human),Background Only
Q9GZX9,TWSG1,GO:0001503; GO:0001707; GO:0001818; GO:0005615; GO:0007179; GO:0007435; GO:0010862; GO:0030097; GO:0030154; GO:0030509; GO:0030513; GO:0030514; GO:0030900; GO:0043010; GO:0045668; GO:0050431; GO:2000515; GO:2000562,Secreted,Homo sapiens (Human),Background Only
Q9H1C7,CYSTM1,GO:0005886; GO:0016021; GO:0043312; GO:0070062; GO:0070821,Membrane,Homo sapiens (Human),Background Only
Q9HAC8,UBTD1,,,Homo sapiens (Human),Background Only
Q9NR77,PXMP2,GO:0005737; GO:0005778; GO:0016020; GO:0016021; GO:0032991,Peroxisome membrane,Homo sapiens (Human),Background Only
Q9NRG7,SDR39U1,GO:0005634; GO:0016491; GO:0050662,,Homo sapiens (Human),Background Only
Q9NSI6,BRWD1,GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006325; GO:0006357; GO:0007010; GO:0008360; GO:0038111,Cytoplasm; Nucleus,Homo sapiens (Human),Background Only
Q9NTG7,SIRT3,GO:0003950; GO:0005654; GO:0005739; GO:0005759; GO:0006471; GO:0006476; GO:0007005; GO:0007568; GO:0008270; GO:0009060; GO:0017136; GO:0019899; GO:0032024; GO:0032991; GO:0034983; GO:0043565; GO:0070373; GO:0070403; GO:2000378,Mitochondrion matrix,Homo sapiens (Human),Background Only
Q9NUQ2,AGPAT5,GO:0002244; GO:0003841; GO:0005635; GO:0005739; GO:0005741; GO:0005789; GO:0006639; GO:0006644; GO:0006654; GO:0008654; GO:0016021; GO:0016024; GO:0016746,Endoplasmic reticulum membrane; Nucleus envelope; Mitochondrion,Homo sapiens (Human),Background Only
Q9NXU5,ARL15,GO:0005525; GO:0070062,,Homo sapiens (Human),Background Only
Q9NYJ1,COA4,GO:0005739; GO:0005758; GO:0033617,Mitochondrion,Homo sapiens (Human),Background Only
Q9NZE8,MRPL35,GO:0003735; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006412; GO:0070125; GO:0070126,Mitochondrion,Homo sapiens (Human),Background Only
Q9P003,CNIH4,GO:0005783; GO:0005793; GO:0006888; GO:0015031; GO:0016021; GO:0031730,Membrane; Endoplasmic reticulum; Endoplasmic reticulum-Golgi intermediate compartment,Homo sapiens (Human),Background Only
Q9UDW1,UQCR10,GO:0005743; GO:0005750; GO:0006122; GO:0008121; GO:0009060; GO:0034551,Mitochondrion inner membrane,Homo sapiens (Human),Both
Q9UGC7,MTRF1L,GO:0005739; GO:0005759; GO:0006415; GO:0016149; GO:0043022; GO:0070126,Mitochondrion,Homo sapiens (Human),Background Only
Q9UKU7,ACAD8,GO:0003995; GO:0005759; GO:0006574; GO:0006629; GO:0009083; GO:0050660,Mitochondrion,Homo sapiens (Human),Background Only
Q9UKU9,ANGPTL2,GO:0005102; GO:0005615; GO:0007275; GO:0062023; GO:0070062,Secreted,Homo sapiens (Human),Background Only
Q9UKX5,ITGA11,GO:0001649; GO:0005518; GO:0005886; GO:0005925; GO:0006929; GO:0007155; GO:0007160; GO:0007229; GO:0007517; GO:0008305; GO:0016020; GO:0030198; GO:0033627; GO:0034681; GO:0038064; GO:0038065; GO:0046872; GO:0098639,Membrane,Homo sapiens (Human),Background Only
Q9Y5J9,TIMM8B,GO:0005615; GO:0005743; GO:0006626; GO:0007605; GO:0008270; GO:0042719; GO:0072321,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
Q9Y6H1,CHCHD2,GO:0005634; GO:0005739; GO:0005758; GO:0007005; GO:0008134; GO:0043565; GO:0045944; GO:1900037,Nucleus; Mitochondrion; Mitochondrion intermembrane space,Homo sapiens (Human),Background Only
P78368,CSNK1G2,GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006468; GO:0006897; GO:0007165; GO:0016020; GO:0016055; GO:0018105; GO:0018107; GO:0030148; GO:0046777; GO:0090263,Cytoplasm,Homo sapiens (Human),Background Only
Q9Y6V0,PCLO,GO:0005509; GO:0005522; GO:0005544; GO:0005856; GO:0007010; GO:0007416; GO:0014069; GO:0016079; GO:0017157; GO:0019933; GO:0030054; GO:0030073; GO:0035418; GO:0045202; GO:0048788; GO:0070062; GO:0097091; GO:0098882; GO:0099526,Cell junction; Synapse,Homo sapiens (Human),Background Only
O00534,VWA5A,GO:0005634; GO:0005654,,Homo sapiens (Human),Background Only
O00584,RNASET2,GO:0003723; GO:0004521; GO:0004540; GO:0005576; GO:0005615; GO:0005764; GO:0005788; GO:0006401; GO:0033897; GO:0035578; GO:0043202; GO:0043312; GO:0070062,Secreted; Lysosome lumen; Endoplasmic reticulum lumen,Homo sapiens (Human),Background Only
O14521,SDHD,GO:0000104; GO:0005739; GO:0005740; GO:0005743; GO:0005749; GO:0006099; GO:0006121; GO:0009055; GO:0016021; GO:0020037; GO:0046872; GO:0048039,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
O14523,C2CD2L,GO:0005789; GO:0005886; GO:0008526; GO:0016021; GO:0032541; GO:0035091; GO:0035774; GO:0043559; GO:0140268,Endoplasmic reticulum membrane; Cell membrane,Homo sapiens (Human),Background Only
O15230,LAMA5,GO:0001525; GO:0001658; GO:0001738; GO:0001755; GO:0001942; GO:0005178; GO:0005576; GO:0005604; GO:0005610; GO:0005615; GO:0005634; GO:0007010; GO:0007229; GO:0007517; GO:0008037; GO:0008283; GO:0009887; GO:0009888; GO:0016331; GO:0016477; GO:0019221; GO:0030154; GO:0030155; GO:0030198; GO:0030324; GO:0030334; GO:0031594; GO:0034446; GO:0042127; GO:0042475; GO:0043083; GO:0043259; GO:0043260; GO:0045446; GO:0045995; GO:0048041; GO:0060271; GO:0060445; GO:0062023; GO:0070062; GO:0072659; GO:0098609,Secreted; Extracellular space; Extracellular matrix; Basement membrane,Homo sapiens (Human),Background Only
O60238,BNIP3L,GO:0005521; GO:0005635; GO:0005739; GO:0005741; GO:0005783; GO:0005829; GO:0010917; GO:0016021; GO:0016032; GO:0016239; GO:0016607; GO:0031224; GO:0035694; GO:0042802; GO:0042803; GO:0042981; GO:0043065; GO:0043066; GO:0046982; GO:0051607; GO:0060548; GO:0071456; GO:0097345; GO:1903146; GO:1903214,Nucleus envelope; Endoplasmic reticulum; Mitochondrion outer membrane; Membrane,Homo sapiens (Human),Background Only
O60830,TIMM17B,GO:0005743; GO:0005744; GO:0006626; GO:0015450; GO:0030150; GO:0031305,Mitochondrion inner membrane,Homo sapiens (Human),Both
O75648,TRMU,GO:0000049; GO:0002143; GO:0005524; GO:0005654; GO:0005739; GO:0016783,Mitochondrion,Homo sapiens (Human),Background Only
O75954,TSPAN9,GO:0005886; GO:0005887; GO:0005925; GO:0097197,Membrane,Homo sapiens (Human),Background Only
P00156,MT-CYB,GO:0001666; GO:0005739; GO:0005743; GO:0005750; GO:0006122; GO:0008121; GO:0009408; GO:0015990; GO:0020037; GO:0031100; GO:0031305; GO:0033590; GO:0033762; GO:0042538; GO:0044877; GO:0045153; GO:0045471; GO:0046686; GO:0046688; GO:0046689; GO:0046872; GO:0051592; GO:0055093,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P00414,MT-CO3,GO:0004129; GO:0005739; GO:0005743; GO:0006123; GO:0008535; GO:0009055; GO:0009060; GO:0015453; GO:0016021; GO:0045277,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P00846,MT-ATP6,GO:0005743; GO:0005753; GO:0006754; GO:0007568; GO:0015078; GO:0015986; GO:0016021; GO:0022857; GO:0042407; GO:0042776; GO:0045259; GO:0045263; GO:0055093,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P03897,MT-ND3,GO:0005743; GO:0005747; GO:0006120; GO:0006979; GO:0008137; GO:0009642; GO:0016021; GO:0030964; GO:0032981; GO:0071385,Mitochondrion membrane,Homo sapiens (Human),Background Only
P08172,CHRM2,GO:0004930; GO:0004993; GO:0005886; GO:0005887; GO:0006940; GO:0007186; GO:0007187; GO:0007188; GO:0007197; GO:0007207; GO:0007213; GO:0007268; GO:0007399; GO:0008016; GO:0009615; GO:0016021; GO:0016907; GO:0030054; GO:0030425; GO:0030594; GO:0030665; GO:0032279; GO:0032280; GO:0043025; GO:0043679; GO:0061024; GO:0098978; GO:0098981; GO:0099055; GO:0099056; GO:1990763; GO:2000300,Cell membrane; Cell junction; Synapse; Postsynaptic cell membrane,Homo sapiens (Human),Background Only
P10114,RAP2A,GO:0000287; GO:0001934; GO:0003924; GO:0005525; GO:0005829; GO:0005886; GO:0019003; GO:0030033; GO:0030336; GO:0030496; GO:0031532; GO:0031954; GO:0032486; GO:0034613; GO:0035690; GO:0045184; GO:0046328; GO:0048814; GO:0055037; GO:0055038; GO:0072659,Recycling endosome membrane; Midbody,Homo sapiens (Human),Background Only
P14384,CPM,GO:0004180; GO:0004181; GO:0005576; GO:0005615; GO:0005886; GO:0006518; GO:0008270; GO:0009653; GO:0009986; GO:0016485; GO:0031225; GO:0070062,Cell membrane,Homo sapiens (Human),Background Only
P19256,CD58,GO:0005102; GO:0005886; GO:0005887; GO:0009986; GO:0016020; GO:0030667; GO:0034113; GO:0043312; GO:0050900; GO:0070062; GO:0071346; GO:0071356; GO:0098609; GO:0101003; GO:2000484,Cell membrane,Homo sapiens (Human),Background Only
P23142,FBLN1,GO:0001933; GO:0001968; GO:0005178; GO:0005201; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0007162; GO:0007566; GO:0008022; GO:0010628; GO:0016032; GO:0016504; GO:0030198; GO:0031012; GO:0042802; GO:0044877; GO:0048146; GO:0062023; GO:0070051; GO:0070062; GO:0070373; GO:0071953; GO:0072378; GO:1900025; GO:1904188; GO:1904237; GO:2000146; GO:2000647; GO:2001202,Secreted; Extracellular space; Extracellular matrix,Homo sapiens (Human),Background Only
P23468,PTPRD,GO:0004725; GO:0005001; GO:0005102; GO:0005886; GO:0005887; GO:0006470; GO:0006796; GO:0007157; GO:0007185; GO:0030182; GO:0050775; GO:0050839; GO:0051965; GO:0070062; GO:0097105; GO:0098978; GO:0099151; GO:0099545; GO:0099560; GO:1905606,Membrane,Homo sapiens (Human),Background Only
P25116,F2R,GO:0000186; GO:0001965; GO:0002248; GO:0003105; GO:0004930; GO:0005102; GO:0005576; GO:0005769; GO:0005770; GO:0005794; GO:0005886; GO:0005887; GO:0005901; GO:0006919; GO:0006954; GO:0007186; GO:0007200; GO:0007204; GO:0007205; GO:0007529; GO:0007596; GO:0008284; GO:0008285; GO:0009611; GO:0009653; GO:0009986; GO:0014068; GO:0015057; GO:0030168; GO:0030193; GO:0030194; GO:0030335; GO:0031094; GO:0031594; GO:0031681; GO:0032496; GO:0032651; GO:0032967; GO:0035025; GO:0043123; GO:0043280; GO:0043410; GO:0043524; GO:0043547; GO:0045211; GO:0045217; GO:0045893; GO:0045907; GO:0045987; GO:0046427; GO:0048873; GO:0051209; GO:0051281; GO:0051482; GO:0051928; GO:0051930; GO:0060155; GO:0070374; GO:0099553; GO:1900134; GO:2000484; GO:2000778,Cell membrane,Homo sapiens (Human),Background Only
P28289,TMOD1,GO:0003779; GO:0005523; GO:0005829; GO:0005865; GO:0005884; GO:0006936; GO:0008344; GO:0016020; GO:0030016; GO:0030017; GO:0030049; GO:0030239; GO:0030863; GO:0051015; GO:0051694; GO:0070307,Cytoplasm; Cytoskeleton,Homo sapiens (Human),Background Only
P30408,TM4SF1,GO:0001825; GO:0005887,Membrane,Homo sapiens (Human),Background Only
P30481,HLA-B,GO:0000139; GO:0002474; GO:0002479; GO:0002480; GO:0005783; GO:0005794; GO:0005886; GO:0009986; GO:0012507; GO:0030670; GO:0031901; GO:0042605; GO:0042612; GO:0050776; GO:0055038; GO:0060333; GO:0060337; GO:0071556,Membrane,Homo sapiens (Human),Background Only
P31327,CPS1,GO:0000050; GO:0004087; GO:0004088; GO:0004175; GO:0005509; GO:0005524; GO:0005543; GO:0005730; GO:0005737; GO:0005743; GO:0005759; GO:0006207; GO:0006526; GO:0006541; GO:0006807; GO:0007494; GO:0010043; GO:0014075; GO:0016595; GO:0019240; GO:0019433; GO:0032094; GO:0032496; GO:0032991; GO:0042311; GO:0042594; GO:0042645; GO:0043200; GO:0044344; GO:0044877; GO:0046209; GO:0050667; GO:0055081; GO:0060416; GO:0070365; GO:0070409; GO:0071320; GO:0071377; GO:0071400; GO:0071548; GO:0072341; GO:1903718,Mitochondrion; Nucleus; Nucleolus,Homo sapiens (Human),Background Only
P34947,GRK5,GO:0004674; GO:0004703; GO:0005080; GO:0005524; GO:0005543; GO:0005737; GO:0005829; GO:0005886; GO:0006915; GO:0007186; GO:0007188; GO:0007217; GO:0008277; GO:0008284; GO:0016055; GO:0016607; GO:0031965; GO:0043066; GO:0045444; GO:0046777; GO:0047696; GO:0051726,Cytoplasm; Nucleus; Cell membrane,Homo sapiens (Human),Background Only
P39210,MPV17,GO:0000002; GO:0005737; GO:0005739; GO:0005743; GO:0005777; GO:0005778; GO:0005829; GO:0006625; GO:0016021; GO:0032836; GO:0034614; GO:0042592; GO:0048839; GO:2000377,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P49753,ACOT2,GO:0000038; GO:0001676; GO:0005739; GO:0005759; GO:0005782; GO:0005829; GO:0006625; GO:0006631; GO:0006637; GO:0016290; GO:0047617; GO:0052689; GO:0102991,Mitochondrion,Homo sapiens (Human),Background Only
P50336,PPOX,GO:0004729; GO:0005739; GO:0005758; GO:0006779; GO:0006782; GO:0006783; GO:0016491; GO:0031304; GO:0031305; GO:0031966; GO:0042493; GO:0050660; GO:0055114,Mitochondrion inner membrane,Homo sapiens (Human),Background Only
P52569,SLC7A2,GO:0000064; GO:0002537; GO:0005886; GO:0005887; GO:0006520; GO:0006809; GO:0006865; GO:0015171; GO:0015174; GO:0015181; GO:0015189; GO:0016020; GO:0030054; GO:0042116; GO:0043030; GO:0050727; GO:0061459; GO:0097638; GO:1903352,Cell membrane,Homo sapiens (Human),Background Only
P53708,ITGA8,GO:0001656; GO:0001822; GO:0005783; GO:0005886; GO:0005925; GO:0007160; GO:0007229; GO:0007420; GO:0007613; GO:0008305; GO:0009986; GO:0014069; GO:0030030; GO:0030198; GO:0030511; GO:0032591; GO:0034446; GO:0034678; GO:0042472; GO:0043204; GO:0045177; GO:0045184; GO:0046872; GO:0048333; GO:0048745; GO:0098609; GO:2000721,Membrane; Cell membrane,Homo sapiens (Human),Background Only
P54803,GALC,GO:0004336; GO:0005764; GO:0006683; GO:0006687; GO:0042552; GO:0043202,Lysosome,Homo sapiens (Human),Background Only
P55285,CDH6,GO:0000902; GO:0005509; GO:0005886; GO:0005913; GO:0007043; GO:0007155; GO:0007156; GO:0007219; GO:0008092; GO:0009986; GO:0016021; GO:0016339; GO:0016342; GO:0034332; GO:0042803; GO:0044331; GO:0045296; GO:0098609,Cell membrane,Homo sapiens (Human),Background Only
P55789,GFER,GO:0005576; GO:0005739; GO:0005758; GO:0005829; GO:0008083; GO:0015035; GO:0016971; GO:0050660,Mitochondrion intermembrane space; Mitochondrion; Cytoplasm; Secreted,Homo sapiens (Human),Background Only
P60059,SEC61G,GO:0005789; GO:0005829; GO:0008320; GO:0015450; GO:0016020; GO:0016021; GO:0045047,Endoplasmic reticulum membrane,Homo sapiens (Human),Background Only
P63027,VAMP2,GO:0000149; GO:0005516; GO:0005543; GO:0005802; GO:0005829; GO:0005886; GO:0005887; GO:0006887; GO:0006892; GO:0007269; GO:0008021; GO:0009749; GO:0014047; GO:0015031; GO:0016020; GO:0016079; GO:0016192; GO:0017075; GO:0017156; GO:0017157; GO:0019905; GO:0030054; GO:0030136; GO:0030141; GO:0030665; GO:0030667; GO:0030672; GO:0031201; GO:0031410; GO:0031982; GO:0032869; GO:0042589; GO:0043001; GO:0043005; GO:0043231; GO:0043308; GO:0043621; GO:0044306; GO:0045202; GO:0048306; GO:0048471; GO:0060203; GO:0060291; GO:0060627; GO:0061024; GO:0061025; GO:0061202; GO:0065003; GO:0070032; GO:0070033; GO:0070044; GO:0070083; GO:0090316; GO:1902259,Cytoplasmic vesicle; Secretory vesicle; Synaptic vesicle membrane; Cell junction; Synapse; Synaptosome; Cell membrane,Homo sapiens (Human),Background Only
P78540,ARG2,GO:0000050; GO:0001657; GO:0002250; GO:0002829; GO:0004053; GO:0005737; GO:0005739; GO:0005759; GO:0006809; GO:0006941; GO:0019547; GO:0030145; GO:0032720; GO:0045087; GO:0050706; GO:0071641; GO:0071644; GO:0071650; GO:1900425; GO:1903426; GO:1904468; GO:1905077; GO:1905403; GO:2000562; GO:2000666; GO:2000774,Mitochondrion,Homo sapiens (Human),Background Only
P80404,ABAT,GO:0001666; GO:0003867; GO:0005739; GO:0005759; GO:0007568; GO:0007620; GO:0007626; GO:0009449; GO:0009450; GO:0010039; GO:0014053; GO:0021549; GO:0030170; GO:0031652; GO:0032024; GO:0032144; GO:0032145; GO:0033602; GO:0034386; GO:0035094; GO:0035640; GO:0042135; GO:0042803; GO:0043005; GO:0045471; GO:0045776; GO:0045964; GO:0046872; GO:0047298; GO:0048148; GO:0051536; GO:0070474; GO:0090331; GO:0097151; GO:1902722; GO:1904450,Mitochondrion matrix,Homo sapiens (Human),Background Only
Q02763,TEK,GO:0000165; GO:0001525; GO:0001666; GO:0001934; GO:0001935; GO:0001938; GO:0001958; GO:0002040; GO:0004672; GO:0004713; GO:0004714; GO:0005524; GO:0005576; GO:0005737; GO:0005815; GO:0005886; GO:0005887; GO:0005902; GO:0005911; GO:0005925; GO:0007165; GO:0007169; GO:0007267; GO:0007507; GO:0009925; GO:0009986; GO:0010595; GO:0014068; GO:0016323; GO:0016324; GO:0016525; GO:0018108; GO:0019838; GO:0032878; GO:0034446; GO:0038023; GO:0043066; GO:0043114; GO:0043235; GO:0043434; GO:0043552; GO:0043627; GO:0045121; GO:0045766; GO:0046777; GO:0048014; GO:0050728; GO:0050900; GO:0051259; GO:0051591; GO:0051894; GO:0051897; GO:0060216; GO:0060347; GO:0070374; GO:0072012; GO:1902533; GO:2000251; GO:2000351; GO:2000352,Cell membrane; Cell junction; Focal adhesion; Cytoplasm; Cytoskeleton; Secreted,Homo sapiens (Human),Background Only
Q04941,PLP2,GO:0005783; GO:0005789; GO:0005886; GO:0006811; GO:0006935; GO:0015075; GO:0016020; GO:0016021; GO:0019221; GO:0019956,Membrane,Homo sapiens (Human),Background Only
Q05707,COL14A1,GO:0003429; GO:0003723; GO:0005201; GO:0005518; GO:0005576; GO:0005581; GO:0005596; GO:0005615; GO:0005788; GO:0030020; GO:0030198; GO:0030199; GO:0030674; GO:0031012; GO:0062023; GO:0098609,Secreted; Extracellular space; Extracellular matrix,Homo sapiens (Human),Background Only
Q09328,MGAT5,GO:0000139; GO:0004864; GO:0005794; GO:0006487; GO:0016020; GO:0016021; GO:0018279; GO:0030144; GO:0030145; GO:0030335; GO:0070062; GO:1903614; GO:1904894,Golgi apparatus membrane; Secreted,Homo sapiens (Human),Background Only
